id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
16b1bb66-7eb9-43bc-95a9-3aca9cf1b5ef,Miguel Casa Grande,2003-05-10,006.806.334-10,97698303,Montenegro Verde,SE,Brasil,M,+55 (011) 1842-6784,00680633410@exemplo.com.br,2023-08-13
383c83b8-c52d-4451-a6d2-181f6dc29a8e,Srta. Bruna Gonçalves,2003-12-26,977.695.477-22,39574-343,Costa,CE,Brasil,M,+55 84 9329-6293,97769547722@exemplo.com.br,2024-08-30
4d4cd414-0ec4-43df-b402-b1a48a450945,Raul Costa,1970-12-27,683.857.613-93,93532-668,Vasconcelos,GO,Brasil,M,31 6275 6849,68385761393@exemplo.com.br,2024-06-08
2c7652fb-5b07-41e4-8235-d8e6375d071b,Dra. Carolina Guerra,1991-08-08,000.908.380-39,71754857,Sampaio de Minas,SC,Brasil,F,(071) 1971 0106,00090838039@exemplo.com.br,2025-04-21
a772c677-e1d3-41a1-9251-00042be74165,Luan Moreira,1944-11-13,284.298.691-04,20363517,Azevedo,RN,Brasil,M,+55 (031) 7789-1832,28429869104@exemplo.com.br,2023-07-22
0f68c209-0800-4481-aaa2-f0d556a7cb56,Davi Lucas Nogueira,2000-05-10,004.580.538-41,65090210,Ribeiro de da Rosa,DF,Brasil,M,+55 21 7682-6207,00458053841@exemplo.com.br,2024-06-16
f3b167e6-0e80-454b-80e9-10f6fb1094cc,Rafael Farias,1959-08-23,828.906.302-08,94853-928,Leão,RS,Brasil,M,31 5004-1150,82890630208@exemplo.com.br,2023-10-29
ceb6a319-0657-4a43-8bda-88b98ad446b2,João Vitor das Neves,1974-07-24,173.080.348-27,48097229,Silveira da Serra,AL,Brasil,F,+55 (071) 3668-6959,17308034827@exemplo.com.br,2025-06-11
80f0644a-1f54-4d76-81a1-059b6e1d2cd7,Rael Novaes,1939-04-08,679.945.512-98,17212209,da Luz de Goiás,BA,Brasil,F,+55 51 5757 1256,67994551298@exemplo.com.br,2024-02-15
058bd88f-1f4c-4676-b575-39090314f2f1,Calebe da Costa,1961-06-10,889.328.398-54,72631846,da Mota,PB,Brasil,F,+55 (084) 9350 6785,88932839854@exemplo.com.br,2025-06-02
e251a49c-bfc8-4540-84ba-d58ce8f9502d,Ana Cecília Jesus,1976-11-23,105.474.917-12,79980693,Teixeira de Goiás,PE,Brasil,F,(031) 0023-6477,10547491712@exemplo.com.br,2024-08-05
f00a6956-e360-455d-b875-6049775c2c6c,Marcelo Nunes,1939-07-10,978.082.037-79,14580-477,Lopes do Galho,PI,Brasil,M,+55 11 2679-5357,97808203779@exemplo.com.br,2023-10-17
d71f7742-ce85-4fe2-bf23-6841f4c5aeba,Ana Beatriz Pereira,1939-06-25,371.789.646-92,74070-878,Montenegro,PA,Brasil,F,+55 51 4704 2801,37178964692@exemplo.com.br,2024-09-05
eaf97dab-99b8-4e8c-9e1a-70fe83cc72ab,Maria Clara Pinto,1977-01-27,705.826.290-05,05494205,da Costa da Praia,PR,Brasil,F,51 3556 2987,70582629005@exemplo.com.br,2024-12-24
18802ceb-d22d-4dfa-81e4-c66b43498eab,Maria Vitória Guerra,1973-04-14,751.604.827-50,69882-666,Casa Grande da Mata,RS,Brasil,M,31 9911-0592,75160482750@exemplo.com.br,2024-01-09
7f2f2d96-8e4c-4eb8-83b2-ffc8cbc0100f,Dr. Luiz Gustavo Brito,1947-11-23,766.363.033-93,72241777,Fernandes do Galho,AL,Brasil,F,41 7880-6099,76636303393@exemplo.com.br,2025-04-11
5568f154-c4db-4286-8df3-657ad0c60e8f,Sra. Clarice Campos,1974-07-09,656.704.027-77,48208076,Costa de Câmara,AC,Brasil,M,+55 (021) 2035 9342,65670402777@exemplo.com.br,2024-04-30
83a5ccb9-acec-4fd8-9e04-9beb41619a91,Ana Clara Fonseca,1972-12-11,132.118.525-87,24461-617,Barros de Peixoto,SP,Brasil,M,+55 (031) 4644-7916,13211852587@exemplo.com.br,2023-09-05
084325ca-d465-41d8-9e04-e3024df38125,Laura Ramos,2002-08-27,306.945.191-23,42453-414,Abreu da Serra,PR,Brasil,M,(021) 7334 4986,30694519123@exemplo.com.br,2023-09-17
14259290-7a3b-4435-8677-9e7f98a91180,Luiz Fernando da Mota,1937-10-10,773.381.856-99,81229-729,Almeida Verde,SP,Brasil,M,51 5110 4645,77338185699@exemplo.com.br,2025-02-15
2c330fa1-218a-4f6c-9173-ab6be9c61e4e,Sra. Maria Luiza Barros,1990-12-20,917.486.132-17,45174-803,Melo,RJ,Brasil,F,0900-843-9767,91748613217@exemplo.com.br,2024-01-09
c411127b-950d-4a35-88d6-2b4029d0a06f,Murilo Pinto,1969-06-19,661.845.761-83,44657300,Alves,MS,Brasil,F,61 3838-2542,66184576183@exemplo.com.br,2024-01-29
b7e465f6-be23-4817-90b3-808a010cd6ef,Cecília Ribeiro,1942-12-05,708.799.169-54,38151777,Souza,PI,Brasil,F,0300 744 4660,70879916954@exemplo.com.br,2023-09-03
dd32c908-6214-4ec3-aaf0-826571f28d3c,Giovanna Vieira,1955-11-27,138.612.634-71,83555-642,Rezende,PA,Brasil,M,11 7484 2031,13861263471@exemplo.com.br,2025-04-04
2f8e113a-61f9-47cc-8cf5-688dc98b9423,Manuela Alves,1955-05-17,270.987.743-85,68466-412,da Paz das Pedras,PE,Brasil,F,+55 (041) 8578 7430,27098774385@exemplo.com.br,2024-06-06
508a4ddb-43a4-40cf-94d7-b8f353e1da9d,Bento Silva,1987-03-13,861.690.251-65,82543-887,Ramos do Galho,MT,Brasil,M,+55 (051) 6490 0581,86169025165@exemplo.com.br,2023-12-03
840834c7-d75b-4b6c-955d-a076ddfcb7fc,Amanda Machado,1978-05-25,197.003.886-70,78140041,Sousa de Goiás,MS,Brasil,M,61 6248 9089,19700388670@exemplo.com.br,2025-05-21
b2104002-cbbf-432a-b61b-af9c6bd10794,João Felipe Montenegro,1997-11-01,849.380.795-68,10940253,Novaes do Amparo,RN,Brasil,M,(071) 2093-4086,84938079568@exemplo.com.br,2024-08-21
4e5da25e-5729-4a35-9772-86d641d2e270,Sra. Eloá Guerra,1977-12-14,468.062.575-93,85888616,Rocha de Albuquerque,AL,Brasil,F,61 7057-5743,46806257593@exemplo.com.br,2024-07-25
4b30270a-d759-496b-bd23-701d70054dac,Yuri Gomes,1956-08-01,979.555.374-06,58961-986,Garcia,AC,Brasil,F,0500 447 3387,97955537406@exemplo.com.br,2025-05-18
47f7373f-37ad-4280-be7c-ad7bc9bda0bf,Sra. Melissa da Costa,1962-01-28,310.494.914-84,60680-830,Mendonça da Praia,CE,Brasil,F,+55 84 4518-8647,31049491484@exemplo.com.br,2025-02-09
62c1d3eb-42ab-4f99-b53a-6639d7768397,Lívia Barbosa,1958-08-25,755.635.463-10,53289537,da Rocha da Prata,GO,Brasil,M,+55 (041) 3273 4324,75563546310@exemplo.com.br,2024-07-20
2acd0c25-fc44-49eb-9e84-c0441aafde00,Cauê Mendes,1980-03-14,958.520.015-63,79663147,Cardoso das Pedras,MT,Brasil,M,+55 41 8632 6066,95852001563@exemplo.com.br,2023-11-30
6e2aa676-46cb-455a-a5c5-925a9e7f5689,Pedro Miguel Castro,1984-12-24,934.048.387-94,28839666,Sousa de da Costa,PE,Brasil,F,+55 81 1727-1020,93404838794@exemplo.com.br,2024-09-24
c167a9c6-f892-48db-b5f2-18590862b0eb,Pedro Miguel Machado,1965-06-11,061.912.861-03,52338-751,Rocha,RS,Brasil,M,+55 61 5584 5015,06191286103@exemplo.com.br,2025-03-23
871061cb-15df-48c6-8e76-19dfd264baf3,Aurora Nunes,1982-08-31,956.000.052-44,98288-317,Fonseca das Pedras,AP,Brasil,F,+55 71 1789 9369,95600005244@exemplo.com.br,2024-08-02
4df83ca1-5b90-456a-aaa8-feff0e1d6e47,Srta. Ana Júlia Machado,1948-03-07,557.420.875-78,83516499,Novais,RN,Brasil,F,+55 (061) 6416 2207,55742087578@exemplo.com.br,2023-09-16
8dad8dd4-0e61-4420-bf59-d06b1e1789e3,Maria Clara Duarte,1992-07-14,756.288.060-85,50002-238,Garcia do Campo,CE,Brasil,F,(011) 6004-5250,75628806085@exemplo.com.br,2025-06-17
a6270b45-3dc8-4c9d-b0d5-0f9100bf3154,Sr. Antônio da Cunha,1968-04-23,502.174.712-90,56886-671,Câmara do Oeste,ES,Brasil,M,+55 21 5463-6711,50217471290@exemplo.com.br,2025-02-25
795e8fc8-1018-4b8f-b926-27723d2c294e,Sr. Erick Costa,1991-01-14,146.563.290-16,92805662,Marques,SP,Brasil,F,(051) 1405-1435,14656329016@exemplo.com.br,2023-10-03
cd59736b-cb05-4da1-adf3-dc33c882ed15,Vicente Jesus,1995-08-09,706.363.926-10,42896-463,Moura Paulista,DF,Brasil,M,+55 71 9828-5000,70636392610@exemplo.com.br,2023-10-23
a68753b9-7498-4d89-953a-e1a0d75095c1,Fernanda Jesus,1966-08-15,437.442.975-78,05496580,Sá Alegre,TO,Brasil,M,(061) 8930 9220,43744297578@exemplo.com.br,2025-07-02
6e4a25b0-a2c1-43d7-981c-a72750139cb5,José Miguel da Cunha,1958-11-30,299.233.432-54,44313-172,Machado,AC,Brasil,F,+55 (081) 1549 4949,29923343254@exemplo.com.br,2023-08-27
45bcf1a7-1e72-4384-ba11-0dc641505852,Pedro Lucas Aparecida,1975-02-21,745.098.529-06,22433407,Brito,PB,Brasil,F,+55 61 7121 7378,74509852906@exemplo.com.br,2024-01-04
29e40dd3-ef05-4857-8445-7d24131f19d5,Ian Souza,1950-06-27,462.796.490-31,61845-683,Monteiro das Flores,PI,Brasil,F,84 3278-2600,46279649031@exemplo.com.br,2024-04-28
810467d2-8051-4ace-a80c-127f4e9cd56e,João Vitor Borges,1945-03-21,477.736.816-40,06101-580,Costa,PI,Brasil,F,31 8014 2854,47773681640@exemplo.com.br,2023-07-31
90e6aafd-5eb3-4ee5-b167-2b9574311604,Enrico Pires,1951-01-24,748.895.212-70,54218-818,Gonçalves,PA,Brasil,M,11 6435 5118,74889521270@exemplo.com.br,2025-05-11
6b8d32fa-aa61-40ae-b4da-c80008a02b5b,Sr. Francisco Pimenta,1983-10-24,005.320.916-40,91912-578,Câmara,AC,Brasil,M,(084) 7573 0903,00532091640@exemplo.com.br,2024-10-29
fc309bdc-693e-4d6c-96a5-64776b83b2c1,Isis Pinto,1988-02-05,674.923.683-35,00958046,Sá,RO,Brasil,F,(011) 4885 5003,67492368335@exemplo.com.br,2024-06-23
8e0bb558-2238-4c85-8201-c8b894688d0a,Enzo Lopes,1974-12-28,294.403.060-36,13214146,Nascimento das Pedras,AC,Brasil,M,+55 21 4902-9830,29440306036@exemplo.com.br,2024-06-08
c699bf0c-1e0a-45a5-9c43-cbfe126509da,Mariah Vargas,1996-09-23,373.055.529-65,88479-584,da Luz,MS,Brasil,M,+55 (081) 2594-1590,37305552965@exemplo.com.br,2023-10-15
8a10d0bd-6779-4ba5-a3e0-c3e87bd267df,Lunna Mendes,1941-09-17,662.346.545-98,48389-877,Duarte,AC,Brasil,M,(051) 5253 2088,66234654598@exemplo.com.br,2025-05-01
8ff25d92-9695-4744-82a2-b5e07877efae,Davi Miguel Silva,1961-05-01,276.522.346-06,87595-254,da Conceição,RS,Brasil,M,+55 (041) 7202-3523,27652234606@exemplo.com.br,2025-01-23
f939de3c-a156-497d-abcc-c10d73c8e93f,Dra. Alexia Alves,1969-06-27,040.662.343-20,54985-605,Pereira Verde,ES,Brasil,M,0500-616-8770,04066234320@exemplo.com.br,2024-04-14
fb25e465-78ea-4d0a-bf05-773c9c6d3578,Leandro Azevedo,1997-11-29,035.971.919-72,27186685,Gonçalves de Câmara,RN,Brasil,F,0800-035-1349,03597191972@exemplo.com.br,2025-03-31
f8189e90-7df9-41dd-950c-31ad22d035fe,Noah Rodrigues,1967-09-08,803.353.563-17,59425081,Casa Grande da Praia,SC,Brasil,M,+55 (081) 0884 2248,80335356317@exemplo.com.br,2024-06-16
8b932da7-44d0-456e-8365-bc3e2a3f3a93,Helena Teixeira,1985-03-10,450.617.245-51,75566278,Machado,RR,Brasil,F,+55 81 5158-3803,45061724551@exemplo.com.br,2024-11-21
fe72fd48-b84a-49e7-bc57-0d262859a32c,Eloah Melo,1986-02-01,240.948.598-87,16495-271,da Cunha de Goiás,PB,Brasil,F,+55 41 6824 4428,24094859887@exemplo.com.br,2024-11-02
27804419-3c5e-4092-aa03-4fb856c30b63,Liam Fogaça,1997-09-14,930.536.082-32,81734-076,Alves Verde,GO,Brasil,F,+55 (051) 3199 0493,93053608232@exemplo.com.br,2024-11-14
9e99328e-5028-4f59-8c49-2754308ebd86,Srta. Maria Alice da Paz,1951-09-03,026.938.116-67,31356357,Câmara,AC,Brasil,F,+55 (081) 6062 4058,02693811667@exemplo.com.br,2024-01-30
41685679-bc15-4811-92c0-ba4d779a4b97,Mathias Leão,1940-08-05,713.260.498-04,10919-609,Ramos,MG,Brasil,M,(061) 7597 8126,71326049804@exemplo.com.br,2024-10-03
429f42d2-e41f-43c3-9a82-c2ea123d4033,Lavínia Carvalho,1974-10-18,686.167.652-89,59353819,Aparecida de Carvalho,RS,Brasil,M,+55 11 8488-9908,68616765289@exemplo.com.br,2023-12-18
dcc67e8c-5d5d-4828-a222-5e385c40bbde,Ana Laura Rocha,1986-12-22,647.422.598-63,57423070,Macedo de Sá,AL,Brasil,F,(021) 4215-9145,64742259863@exemplo.com.br,2024-05-07
f4174adc-afe8-4d7d-8526-662b5c8468ce,Sr. Francisco Viana,2000-05-30,359.315.465-36,29325667,Moura,MT,Brasil,F,(021) 4421 4561,35931546536@exemplo.com.br,2024-05-11
61176bcb-4fb9-4973-b097-f7a679c6ac8f,Yasmin Montenegro,2005-12-17,210.735.261-44,47108087,Pinto,TO,Brasil,M,+55 (031) 4489-3643,21073526144@exemplo.com.br,2024-03-28
ad9d71d1-d2cd-46da-a73e-c1f1de4a3e35,Enrico Oliveira,1967-05-09,200.457.424-17,57903-100,Gonçalves da Praia,MA,Brasil,F,+55 (011) 0386-6552,20045742417@exemplo.com.br,2024-11-27
3118299a-041b-48d4-b685-b1173669ccbb,Sr. Renan Porto,1998-09-14,567.588.178-04,75437-403,Mendes,AM,Brasil,F,+55 71 9160-7502,56758817804@exemplo.com.br,2025-06-16
8871d229-5823-49bd-889a-05ce6e518662,Evelyn Campos,2006-01-31,889.267.464-38,23407-171,Castro Alegre,TO,Brasil,M,+55 41 2022 8078,88926746438@exemplo.com.br,2024-07-03
05f6d7a5-96d4-43a0-b217-365f4b8de2e4,Luigi Melo,1934-12-22,558.345.619-34,36154190,Costa de Minas,DF,Brasil,F,(011) 4642 6182,55834561934@exemplo.com.br,2025-04-05
03b14f26-c5d5-497c-97a9-c7fb6218d354,Beatriz Viana,1988-08-27,301.838.114-94,11257-077,Caldeira,RJ,Brasil,M,(071) 3326 3886,30183811494@exemplo.com.br,2025-04-04
2be60729-80e3-4357-8f0b-c501b7736c16,Dr. Eduardo Lima,1975-07-12,771.894.403-31,75621-822,Guerra de Goiás,PE,Brasil,F,84 2387 0540,77189440331@exemplo.com.br,2023-11-17
4d7d8ce4-e27d-4aa2-a6bb-e24e8eb9ce1e,Carolina Fogaça,1990-01-02,985.159.374-63,07562836,Cavalcante,BA,Brasil,M,61 1933 5848,98515937463@exemplo.com.br,2024-09-25
27ed2187-bd52-4070-94a5-127b9d1d9da5,Kaique Fernandes,1969-07-26,851.869.734-06,40653-048,Correia,MA,Brasil,M,+55 (061) 0024 6945,85186973406@exemplo.com.br,2024-02-29
b4720b2e-dbe5-418d-86f8-64087077d654,Maria Isis Barros,1942-09-18,381.191.953-87,32660-844,Pimenta,BA,Brasil,F,+55 41 5829-0255,38119195387@exemplo.com.br,2025-04-28
a06f41d7-d283-4dfc-9973-1c59b69e53f4,Amanda Borges,2004-01-10,505.379.904-25,39909028,da Luz,SC,Brasil,M,(061) 7952-1989,50537990425@exemplo.com.br,2024-02-02
d468b901-c67c-403f-b601-3e4a95c01958,Larissa Machado,1957-07-02,615.766.587-15,71435-201,Castro,PA,Brasil,M,+55 (061) 5734 3141,61576658715@exemplo.com.br,2024-11-03
b1db074b-da26-493d-b610-c388228e4548,Ana Sousa,1973-09-13,436.214.565-83,02307-760,Alves,PI,Brasil,F,(084) 0894 7492,43621456583@exemplo.com.br,2025-06-30
1cf18bcb-b974-4057-8adf-73aa310a4838,Mariah Casa Grande,1944-08-16,686.984.903-74,90093577,Mendes,DF,Brasil,M,+55 21 8591-7368,68698490374@exemplo.com.br,2024-05-11
d0bb6ba4-95cb-40ff-9cce-07645c94fbde,Ana Luiza Dias,1987-11-19,502.830.351-99,93072173,Brito,PR,Brasil,M,(021) 9759-1895,50283035199@exemplo.com.br,2024-06-06
370f9ce4-f4fd-4cad-a644-23313cac454c,Diogo Camargo,1959-04-15,061.157.012-12,66951-099,Vieira Paulista,RO,Brasil,F,+55 84 2173 6565,06115701212@exemplo.com.br,2024-09-11
f68e354e-493a-4258-851c-a71808dd4889,Maria da Costa,1947-07-27,644.931.173-35,90154-446,Farias de Correia,PA,Brasil,F,+55 (021) 8915-9634,64493117335@exemplo.com.br,2024-09-30
8d543c99-6d38-4009-8ad7-9ed634a106f2,Cauê da Luz,1968-05-05,658.862.362-83,43271-857,Gonçalves de Goiás,PE,Brasil,M,0500-214-7989,65886236283@exemplo.com.br,2024-11-17
6375a8ec-27bc-441f-baa9-bcd3add595fd,Maria Isis Abreu,2000-03-12,587.709.623-91,15352857,Cavalcanti,DF,Brasil,M,(071) 4997 3441,58770962391@exemplo.com.br,2024-05-04
ccc75edd-69c4-4c2c-8540-9da8f4dd9070,Marcelo Brito,1972-06-08,091.147.677-29,95213422,Cardoso do Amparo,RS,Brasil,F,0800 886 4355,09114767729@exemplo.com.br,2024-08-10
fb69b155-1374-45ca-86e5-6140f21e89a5,Ana Lívia Moura,1993-01-19,918.087.937-45,68747926,Andrade do Galho,SC,Brasil,F,(084) 0170-5215,91808793745@exemplo.com.br,2024-10-09
990772e8-7271-47cd-a330-a81cbf2da6c0,Bruno Sampaio,1973-01-03,374.193.171-35,61688-760,Novaes,MG,Brasil,M,0800 290 5086,37419317135@exemplo.com.br,2023-10-23
1cb3d181-1243-4548-9322-2abb738ffa8d,Maitê Albuquerque,1990-04-28,689.495.859-27,26005-193,Marques dos Dourados,SC,Brasil,M,+55 21 6108 6147,68949585927@exemplo.com.br,2025-01-21
11f9e45e-9f9d-4417-9513-547bc3569f21,Vicente Monteiro,1947-08-11,336.871.750-50,70133566,Caldeira,AL,Brasil,M,(071) 3915-1535,33687175050@exemplo.com.br,2023-10-21
